algorithm,round,test_reward,timestamp
"Q-Table (double, update frequency=100)",8800,553.88863757381,2025-10-31T15:26:39.902154
"Q-Table (double, update frequency=100)",9000,554.4181016893581,2025-10-31T15:26:39.902156
"Q-Table (double, update frequency=100)",9200,555.0761609664521,2025-10-31T15:26:39.902158
"Q-Table (double, update frequency=100)",9400,554.6380152333461,2025-10-31T15:26:39.902159
"Q-Table (double, update frequency=100)",9600,554.5271557965641,2025-10-31T15:26:39.902161
"Q-Table (double, update frequency=100)",9800,555.3691813036121,2025-10-31T15:26:39.902162
"Q-Table (double, update frequency=100)",10000,554.8483183950001,2025-10-31T15:26:39.902164
"Q-Table (double, update frequency=100)",10200,555.0799354604101,2025-10-31T15:26:39.902165
"Q-Table (double, update frequency=100)",10400,555.419273137978,2025-10-31T15:26:39.902167
"Q-Table (double, update frequency=100)",10600,555.2517698858201,2025-10-31T15:26:39.902169
"Q-Table (double, update frequency=100)",10800,555.099222473042,2025-10-31T15:26:39.902170
"Q-Table (double, update frequency=100)",11000,555.2739145620501,2025-10-31T15:26:39.902172
"Q-Table (double, update frequency=100)",11200,555.466071611308,2025-10-31T15:26:39.902173
"Q-Table (double, update frequency=100)",11400,554.570266348048,2025-10-31T15:26:39.902175
"Q-Table (double, update frequency=100)",11600,554.82884129695,2025-10-31T15:26:39.902176
"Q-Table (double, update frequency=100)",11800,554.37548600767,2025-10-31T15:26:39.902178
"Q-Table (double, update frequency=100)",12000,553.966554607582,2025-10-31T15:26:39.902180
"Q-Table (double, update frequency=100)",12200,554.9989782158141,2025-10-31T15:26:39.902181
"Q-Table (double, update frequency=100)",12400,555.21015616085,2025-10-31T15:26:39.902183
"Q-Table (double, update frequency=100)",12600,555.605985912656,2025-10-31T15:26:39.902184
"Q-Table (double, update frequency=100)",12800,555.6697559652561,2025-10-31T15:26:39.902186
"Q-Table (double, update frequency=100)",13000,555.4301806355901,2025-10-31T15:26:39.902188
"Q-Table (double, update frequency=100)",13200,554.5589178812361,2025-10-31T15:26:39.902189
"Q-Table (double, update frequency=100)",13400,554.6394519865701,2025-10-31T15:26:39.902191
"Q-Table (double, update frequency=100)",13600,554.987107348556,2025-10-31T15:26:39.902192
"Q-Table (double, update frequency=100)",13800,555.053371316636,2025-10-31T15:26:39.902194
"Q-Table (double, update frequency=100)",14000,554.8047791272301,2025-10-31T15:26:39.902195
"Q-Table (double, update frequency=100)",14200,555.126187685482,2025-10-31T15:26:39.902197
"Q-Table (double, update frequency=100)",14400,554.984419445866,2025-10-31T15:26:39.902198
"Q-Table (double, update frequency=100)",14600,555.6729412719501,2025-10-31T15:26:39.902200
"Q-Table (double, update frequency=100)",14800,555.5333568186641,2025-10-31T15:26:39.902202
"Q-Table (double, update frequency=100)",15000,555.57474175093,2025-10-31T15:26:39.902203
"DQN (standard, h=128)",0,541.1252983381901,2025-10-31T15:27:21.522651
"DQN (standard, h=128)",200,508.93167076225603,2025-10-31T15:27:21.522666
"DQN (standard, h=128)",400,539.586531448906,2025-10-31T15:27:21.522669
"DQN (standard, h=128)",600,543.490348593054,2025-10-31T15:27:21.522671
"DQN (standard, h=128)",800,544.806460549482,2025-10-31T15:27:21.522672
"DQN (standard, h=128)",1000,544.422965374992,2025-10-31T15:27:21.522674
"DQN (standard, h=128)",1200,546.3036588632781,2025-10-31T15:27:21.522675
"DQN (standard, h=128)",1400,547.5653176407241,2025-10-31T15:27:21.522677
"DQN (standard, h=128)",1600,548.30222383341,2025-10-31T15:27:21.522679
"DQN (standard, h=128)",1800,549.919032407102,2025-10-31T15:27:21.522680
"DQN (standard, h=128)",2000,549.6332411194201,2025-10-31T15:27:21.522682
"DQN (standard, h=128)",2200,552.1086563154561,2025-10-31T15:27:21.522683
"DQN (standard, h=128)",2400,551.2614612826941,2025-10-31T15:27:21.522685
"DQN (standard, h=128)",2600,551.3696315986521,2025-10-31T15:27:21.522686
"DQN (standard, h=128)",2800,551.2518130813321,2025-10-31T15:27:21.522688
"DQN (standard, h=128)",3000,552.04690294308,2025-10-31T15:27:21.522689
"DQN (standard, h=128)",3200,552.857878307528,2025-10-31T15:27:21.522691
"DQN (standard, h=128)",3400,554.096049977492,2025-10-31T15:27:21.522692
"DQN (standard, h=128)",3600,553.51834628088,2025-10-31T15:27:21.522694
"DQN (standard, h=128)",3800,554.253309217182,2025-10-31T15:27:21.522695
"DQN (standard, h=128)",4000,553.8139747092921,2025-10-31T15:27:21.522697
"DQN (standard, h=128)",4200,554.361196223312,2025-10-31T15:27:21.522698
"DQN (standard, h=128)",4400,554.681302529906,2025-10-31T15:27:21.522699
"DQN (standard, h=128)",4600,551.210042936216,2025-10-31T15:27:21.522701
"DQN (standard, h=128)",4800,553.3437610777161,2025-10-31T15:27:21.522702
"DQN (standard, h=128)",5000,554.389307885394,2025-10-31T15:27:21.522704
"DQN (standard, h=128)",5200,553.22771179434,2025-10-31T15:27:21.522705
"DQN (standard, h=128)",5400,554.7007044029441,2025-10-31T15:27:21.522707
"DQN (standard, h=128)",5600,553.0839123280781,2025-10-31T15:27:21.522708
"DQN (standard, h=128)",5800,554.0288078998441,2025-10-31T15:27:21.522710
"DQN (standard, h=128)",6000,553.2368598546881,2025-10-31T15:27:21.522711
"DQN (standard, h=128)",6200,555.0827970422521,2025-10-31T15:27:21.522713
"DQN (standard, h=128)",6400,554.4356052058481,2025-10-31T15:27:21.522714
"DQN (standard, h=128)",6600,554.352719292586,2025-10-31T15:27:21.522716
"DQN (standard, h=128)",6800,554.388182019666,2025-10-31T15:27:21.522717
"DQN (standard, h=128)",7000,554.475305713122,2025-10-31T15:27:21.522719
"DQN (standard, h=128)",7200,554.368422372554,2025-10-31T15:27:21.522720
"DQN (standard, h=128)",7400,555.729078868378,2025-10-31T15:27:21.522722
"DQN (standard, h=128)",7600,554.354520355218,2025-10-31T15:27:21.522723
"DQN (standard, h=128)",7800,554.93978046764,2025-10-31T15:27:21.522724
"DQN (standard, h=128)",8000,552.7244616714701,2025-10-31T15:27:21.522726
"DQN (standard, h=128)",8200,554.07142874899,2025-10-31T15:27:21.522727
"DQN (standard, h=128)",8400,555.623625075714,2025-10-31T15:27:21.522729
"DQN (standard, h=128)",8600,554.984332567416,2025-10-31T15:27:21.522730
"DQN (standard, h=128)",8800,554.697634124052,2025-10-31T15:27:21.522739
"DQN (standard, h=128)",9000,555.271841786356,2025-10-31T15:27:21.522741
"DQN (standard, h=128)",9200,555.04899283518,2025-10-31T15:27:21.522742
"DQN (standard, h=128)",9400,555.487084985902,2025-10-31T15:27:21.522743
"DQN (standard, h=128)",9600,555.18094769565,2025-10-31T15:27:21.522745
"DQN (standard, h=128)",9800,555.332538057964,2025-10-31T15:27:21.522746
"DQN (standard, h=128)",10000,553.928954229856,2025-10-31T15:27:21.522748
"DQN (standard, h=128)",10200,555.078537079956,2025-10-31T15:27:21.522749
"DQN (standard, h=128)",10400,554.182117125694,2025-10-31T15:27:21.522751
"DQN (standard, h=128)",10600,555.2298401469401,2025-10-31T15:27:21.522752
"DQN (standard, h=128)",10800,555.650573855382,2025-10-31T15:27:21.522754
"DQN (standard, h=128)",11000,555.41617941303,2025-10-31T15:27:21.522755
"DQN (standard, h=128)",11200,554.634081094078,2025-10-31T15:27:21.522756
"DQN (standard, h=128)",11400,554.119545811032,2025-10-31T15:27:21.522758
"DQN (standard, h=128)",11600,553.9179639057121,2025-10-31T15:27:21.522759
"DQN (standard, h=128)",11800,554.879784817548,2025-10-31T15:27:21.522761
"DQN (standard, h=128)",12000,554.8255430654741,2025-10-31T15:27:21.522762
"DQN (standard, h=128)",12200,555.3682711934181,2025-10-31T15:27:21.522764
"DQN (standard, h=128)",12400,554.7951438373101,2025-10-31T15:27:21.522765
"DQN (standard, h=128)",12600,554.6677032877541,2025-10-31T15:27:21.522767
"DQN (standard, h=128)",12800,554.390424726556,2025-10-31T15:27:21.522768
"DQN (standard, h=128)",13000,552.9950497161681,2025-10-31T15:27:21.522770
"DQN (standard, h=128)",13200,555.031856345284,2025-10-31T15:27:21.522771
"DQN (standard, h=128)",13400,555.290668023548,2025-10-31T15:27:21.522773
"DQN (standard, h=128)",13600,555.2368601875021,2025-10-31T15:27:21.522774
"DQN (standard, h=128)",13800,555.072130722532,2025-10-31T15:27:21.522776
"DQN (standard, h=128)",14000,552.1060402818241,2025-10-31T15:27:21.522777
"DQN (standard, h=128)",14200,554.800140533296,2025-10-31T15:27:21.522778
"DQN (standard, h=128)",14400,553.854015188892,2025-10-31T15:27:21.522780
"DQN (standard, h=128)",14600,555.7986321243341,2025-10-31T15:27:21.522781
"DQN (standard, h=128)",14800,554.4699722223261,2025-10-31T15:27:21.522783
"DQN (standard, h=128)",15000,554.967351512078,2025-10-31T15:27:21.522784
"DQN (standard, h=256)",0,541.206428381746,2025-10-31T15:28:07.285243
"DQN (standard, h=256)",200,531.388575323186,2025-10-31T15:28:07.285257
"DQN (standard, h=256)",400,535.276849279324,2025-10-31T15:28:07.285260
"DQN (standard, h=256)",600,542.025221614356,2025-10-31T15:28:07.285261
"DQN (standard, h=256)",800,544.8209688508081,2025-10-31T15:28:07.285263
"DQN (standard, h=256)",1000,546.186636312402,2025-10-31T15:28:07.285265
"DQN (standard, h=256)",1200,547.4563505885001,2025-10-31T15:28:07.285266
"DQN (standard, h=256)",1400,550.1231004846901,2025-10-31T15:28:07.285268
"DQN (standard, h=256)",1600,550.980042193344,2025-10-31T15:28:07.285269
"DQN (standard, h=256)",1800,551.051384301398,2025-10-31T15:28:07.285271
"DQN (standard, h=256)",2000,553.6278205453981,2025-10-31T15:28:07.285272
"DQN (standard, h=256)",2200,553.6325714390221,2025-10-31T15:28:07.285274
"DQN (standard, h=256)",2400,553.926687650714,2025-10-31T15:28:07.285275
"DQN (standard, h=256)",2600,553.8295942608261,2025-10-31T15:28:07.285277
"DQN (standard, h=256)",2800,554.4531944824081,2025-10-31T15:28:07.285278
"DQN (standard, h=256)",3000,553.9077769627021,2025-10-31T15:28:07.285280
"DQN (standard, h=256)",3200,554.6233549323381,2025-10-31T15:28:07.285281
"DQN (standard, h=256)",3400,555.3823348265421,2025-10-31T15:28:07.285283
"DQN (standard, h=256)",3600,554.627942761476,2025-10-31T15:28:07.285284
"DQN (standard, h=256)",3800,554.428746820764,2025-10-31T15:28:07.285286
"DQN (standard, h=256)",4000,554.1949843080861,2025-10-31T15:28:07.285287
"DQN (standard, h=256)",4200,554.7736672254,2025-10-31T15:28:07.285289
"DQN (standard, h=256)",4400,555.585326167248,2025-10-31T15:28:07.285290
"DQN (standard, h=256)",4600,551.989726622534,2025-10-31T15:28:07.285292
"DQN (standard, h=256)",4800,553.8965624172281,2025-10-31T15:28:07.285293
"DQN (standard, h=256)",5000,554.9378775639301,2025-10-31T15:28:07.285295
"DQN (standard, h=256)",5200,554.4380760390901,2025-10-31T15:28:07.285296
"DQN (standard, h=256)",5400,554.656642112836,2025-10-31T15:28:07.285298
"DQN (standard, h=256)",5600,554.477394492338,2025-10-31T15:28:07.285299
"DQN (standard, h=256)",5800,555.13867427969,2025-10-31T15:28:07.285300
"DQN (standard, h=256)",6000,554.0244235771321,2025-10-31T15:28:07.285302
"DQN (standard, h=256)",6200,554.9202639595801,2025-10-31T15:28:07.285303
"DQN (standard, h=256)",6400,554.2836716782,2025-10-31T15:28:07.285305
"DQN (standard, h=256)",6600,555.190353472654,2025-10-31T15:28:07.285306
"DQN (standard, h=256)",6800,554.1910164615281,2025-10-31T15:28:07.285308
"DQN (standard, h=256)",7000,555.424818874744,2025-10-31T15:28:07.285309
"DQN (standard, h=256)",7200,554.2121805172941,2025-10-31T15:28:07.285316
"DQN (standard, h=256)",7400,554.6702951953481,2025-10-31T15:28:07.285318
"DQN (standard, h=256)",7600,555.2157872341901,2025-10-31T15:28:07.285319
"DQN (standard, h=256)",7800,555.4755995090501,2025-10-31T15:28:07.285321
"DQN (standard, h=256)",8000,555.541323503014,2025-10-31T15:28:07.285322
"DQN (standard, h=256)",8200,555.3074473115861,2025-10-31T15:28:07.285324
"DQN (standard, h=256)",8400,555.8601540156341,2025-10-31T15:28:07.285325
"DQN (standard, h=256)",8600,554.7037814573,2025-10-31T15:28:07.285327
"DQN (standard, h=256)",8800,554.689696416858,2025-10-31T15:28:07.285328
"DQN (standard, h=256)",9000,555.7234106612981,2025-10-31T15:28:07.285329
"DQN (standard, h=256)",9200,555.394560854436,2025-10-31T15:28:07.285331
"DQN (standard, h=256)",9400,555.8090832589121,2025-10-31T15:28:07.285333
"DQN (standard, h=256)",9600,555.549390800992,2025-10-31T15:28:07.285334
"DQN (standard, h=256)",9800,555.273149197852,2025-10-31T15:28:07.285336
"DQN (standard, h=256)",10000,555.3497108087961,2025-10-31T15:28:07.285337
"DQN (standard, h=256)",10200,555.720624309978,2025-10-31T15:28:07.285338
"DQN (standard, h=256)",10400,555.7481560316261,2025-10-31T15:28:07.285340
"DQN (standard, h=256)",10600,555.595085284408,2025-10-31T15:28:07.285342
"DQN (standard, h=256)",10800,555.6218930090021,2025-10-31T15:28:07.285343
"DQN (standard, h=256)",11000,554.847983080924,2025-10-31T15:28:07.285345
"DQN (standard, h=256)",11200,554.715491698656,2025-10-31T15:28:07.285346
"DQN (standard, h=256)",11400,555.4433553299281,2025-10-31T15:28:07.285347
"DQN (standard, h=256)",11600,555.1418927400621,2025-10-31T15:28:07.285349
"DQN (standard, h=256)",11800,555.4038716484041,2025-10-31T15:28:07.285350
"DQN (standard, h=256)",12000,554.9343437063441,2025-10-31T15:28:07.285352
"DQN (standard, h=256)",12200,555.8369314431741,2025-10-31T15:28:07.285353
"DQN (standard, h=256)",12400,555.0402302909281,2025-10-31T15:28:07.285355
"DQN (standard, h=256)",12600,555.112516551512,2025-10-31T15:28:07.285356
"DQN (standard, h=256)",12800,554.7783532530641,2025-10-31T15:28:07.285358
"DQN (standard, h=256)",13000,555.26451907361,2025-10-31T15:28:07.285359
"DQN (standard, h=256)",13200,555.380660013044,2025-10-31T15:28:07.285361
"DQN (standard, h=256)",13400,555.3741646735341,2025-10-31T15:28:07.285362
"DQN (standard, h=256)",13600,554.9967012576881,2025-10-31T15:28:07.285364
"DQN (standard, h=256)",13800,555.46766698387,2025-10-31T15:28:07.285365
"DQN (standard, h=256)",14000,552.1030518140041,2025-10-31T15:28:07.285367
"DQN (standard, h=256)",14200,555.2835290024681,2025-10-31T15:28:07.285368
"DQN (standard, h=256)",14400,554.4900905187781,2025-10-31T15:28:07.285370
"DQN (standard, h=256)",14600,555.56387112919,2025-10-31T15:28:07.285371
"DQN (standard, h=256)",14800,555.365511917636,2025-10-31T15:28:07.285373
"DQN (standard, h=256)",15000,555.2057269181121,2025-10-31T15:28:07.285374
"DQN (standard lr=0.001, h=128)",0,541.1252983381901,2025-10-31T15:28:43.719973
"DQN (standard lr=0.001, h=128)",200,508.93167076225603,2025-10-31T15:28:43.719986
"DQN (standard lr=0.001, h=128)",400,539.586531448906,2025-10-31T15:28:43.719988
"DQN (standard lr=0.001, h=128)",600,543.490348593054,2025-10-31T15:28:43.719990
"DQN (standard lr=0.001, h=128)",800,544.806460549482,2025-10-31T15:28:43.719992
"DQN (standard lr=0.001, h=128)",1000,544.422965374992,2025-10-31T15:28:43.719993
"DQN (standard lr=0.001, h=128)",1200,546.3036588632781,2025-10-31T15:28:43.719995
"DQN (standard lr=0.001, h=128)",1400,547.5653176407241,2025-10-31T15:28:43.719997
"DQN (standard lr=0.001, h=128)",1600,548.30222383341,2025-10-31T15:28:43.719998
"DQN (standard lr=0.001, h=128)",1800,549.919032407102,2025-10-31T15:28:43.720000
"DQN (standard lr=0.001, h=128)",2000,549.6332411194201,2025-10-31T15:28:43.720001
"DQN (standard lr=0.001, h=128)",2200,551.467097397884,2025-10-31T15:28:43.720003
"DQN (standard lr=0.001, h=128)",2400,551.36923036724,2025-10-31T15:28:43.720005
"DQN (standard lr=0.001, h=128)",2600,548.973898512726,2025-10-31T15:28:43.720006
"DQN (standard lr=0.001, h=128)",2800,551.9951134668461,2025-10-31T15:28:43.720008
"DQN (standard lr=0.001, h=128)",3000,551.6412794596321,2025-10-31T15:28:43.720009
"DQN (standard lr=0.001, h=128)",3200,553.4496138809001,2025-10-31T15:28:43.720011
"DQN (standard lr=0.001, h=128)",3400,550.7157341838961,2025-10-31T15:28:43.720012
"DQN (standard lr=0.001, h=128)",3600,553.3345697215341,2025-10-31T15:28:43.720014
"DQN (standard lr=0.001, h=128)",3800,552.775666383754,2025-10-31T15:28:43.720015
"DQN (standard lr=0.001, h=128)",4000,549.9784401880701,2025-10-31T15:28:43.720017
"DQN (standard lr=0.001, h=128)",4200,550.93799835046,2025-10-31T15:28:43.720018
"DQN (standard lr=0.001, h=128)",4400,554.03990352741,2025-10-31T15:28:43.720020
"DQN (standard lr=0.001, h=128)",4600,552.9436318216981,2025-10-31T15:28:43.720021
"DQN (standard lr=0.001, h=128)",4800,552.114355918614,2025-10-31T15:28:43.720023
"DQN (standard lr=0.001, h=128)",5000,554.1991484994601,2025-10-31T15:28:43.720024
"DQN (standard lr=0.001, h=128)",5200,554.422944366088,2025-10-31T15:28:43.720026
"DQN (standard lr=0.001, h=128)",5400,554.4386623000601,2025-10-31T15:28:43.720027
"DQN (standard lr=0.001, h=128)",5600,553.507605875414,2025-10-31T15:28:43.720029
"DQN (standard lr=0.001, h=128)",5800,554.326776179034,2025-10-31T15:28:43.720030
"DQN (standard lr=0.001, h=128)",6000,553.5974712764521,2025-10-31T15:28:43.720032
"DQN (standard lr=0.001, h=128)",6200,554.21521460299,2025-10-31T15:28:43.720033
"DQN (standard lr=0.001, h=128)",6400,554.103348707088,2025-10-31T15:28:43.720035
"DQN (standard lr=0.001, h=128)",6600,555.0223430847941,2025-10-31T15:28:43.720036
"DQN (standard lr=0.001, h=128)",6800,555.1976181665741,2025-10-31T15:28:43.720038
"DQN (standard lr=0.001, h=128)",7000,553.1294885797661,2025-10-31T15:28:43.720039
"DQN (standard lr=0.001, h=128)",7200,554.844343013254,2025-10-31T15:28:43.720041
"DQN (standard lr=0.001, h=128)",7400,554.8974327698941,2025-10-31T15:28:43.720042
"DQN (standard lr=0.001, h=128)",7600,554.6893559736441,2025-10-31T15:28:43.720044
"DQN (standard lr=0.001, h=128)",7800,555.4282304108441,2025-10-31T15:28:43.720045
"DQN (standard lr=0.001, h=128)",8000,555.30436282407,2025-10-31T15:28:43.720047
"DQN (standard lr=0.001, h=128)",8200,555.0630647932101,2025-10-31T15:28:43.720049
"DQN (standard lr=0.001, h=128)",8400,553.166757478794,2025-10-31T15:28:43.720050
"DQN (standard lr=0.001, h=128)",8600,554.8173980193061,2025-10-31T15:28:43.720052
"DQN (standard lr=0.001, h=128)",8800,554.5585242235901,2025-10-31T15:28:43.720053
"DQN (standard lr=0.001, h=128)",9000,554.4955794869201,2025-10-31T15:28:43.720055
"DQN (standard lr=0.001, h=128)",9200,554.3814900266201,2025-10-31T15:28:43.720056
"DQN (standard lr=0.001, h=128)",9400,554.1946179617521,2025-10-31T15:28:43.720058
"DQN (standard lr=0.001, h=128)",9600,554.7288421127521,2025-10-31T15:28:43.720059
"DQN (standard lr=0.001, h=128)",9800,554.7748799338401,2025-10-31T15:28:43.720061
"DQN (standard lr=0.001, h=128)",10000,552.855859989122,2025-10-31T15:28:43.720062
"DQN (standard lr=0.001, h=128)",10200,554.2650163591841,2025-10-31T15:28:43.720064
"DQN (standard lr=0.001, h=128)",10400,554.4358519693341,2025-10-31T15:28:43.720065
"DQN (standard lr=0.001, h=128)",10600,554.669380737634,2025-10-31T15:28:43.720067
"DQN (standard lr=0.001, h=128)",10800,554.106322543682,2025-10-31T15:28:43.720068
"DQN (standard lr=0.001, h=128)",11000,555.0833476899941,2025-10-31T15:28:43.720070
"DQN (standard lr=0.001, h=128)",11200,554.5281684528121,2025-10-31T15:28:43.720071
"DQN (standard lr=0.001, h=128)",11400,554.7890947009321,2025-10-31T15:28:43.720073
"DQN (standard lr=0.001, h=128)",11600,554.6179347278841,2025-10-31T15:28:43.720074
"DQN (standard lr=0.001, h=128)",11800,555.2774536270681,2025-10-31T15:28:43.720076
"DQN (standard lr=0.001, h=128)",12000,555.089191765868,2025-10-31T15:28:43.720077
"DQN (standard lr=0.001, h=128)",12200,555.180802441596,2025-10-31T15:28:43.720079
"DQN (standard lr=0.001, h=128)",12400,555.094195139628,2025-10-31T15:28:43.720080
"DQN (standard lr=0.001, h=128)",12600,555.263906128092,2025-10-31T15:28:43.720082
"DQN (standard lr=0.001, h=128)",12800,555.2027586011441,2025-10-31T15:28:43.720083
"DQN (standard lr=0.001, h=128)",13000,555.447023800128,2025-10-31T15:28:43.720085
"DQN (standard lr=0.001, h=128)",13200,554.937009184458,2025-10-31T15:28:43.720087
"DQN (standard lr=0.001, h=128)",13400,554.58705413421,2025-10-31T15:28:43.720088
"DQN (standard lr=0.001, h=128)",13600,554.853909513514,2025-10-31T15:28:43.720090
"DQN (standard lr=0.001, h=128)",13800,553.2365461052441,2025-10-31T15:28:43.720091
"DQN (standard lr=0.001, h=128)",14000,555.15801821852,2025-10-31T15:28:43.720093
"DQN (standard lr=0.001, h=128)",14200,553.557899085186,2025-10-31T15:28:43.720094
"DQN (standard lr=0.001, h=128)",14400,555.561902797084,2025-10-31T15:28:43.720096
"DQN (standard lr=0.001, h=128)",14600,555.0175571169201,2025-10-31T15:28:43.720097
"DQN (standard lr=0.001, h=128)",14800,554.9080907991721,2025-10-31T15:28:43.720099
"DQN (standard lr=0.001, h=128)",15000,555.235536572222,2025-10-31T15:28:43.720100
"DQN (standard lr=0.0005, h=128)",0,541.1252983381901,2025-10-31T15:29:20.661338
"DQN (standard lr=0.0005, h=128)",200,539.067243646674,2025-10-31T15:29:20.661351
"DQN (standard lr=0.0005, h=128)",400,522.565518764614,2025-10-31T15:29:20.661353
"DQN (standard lr=0.0005, h=128)",600,536.35846877833,2025-10-31T15:29:20.661355
"DQN (standard lr=0.0005, h=128)",800,540.513049650062,2025-10-31T15:29:20.661357
"DQN (standard lr=0.0005, h=128)",1000,544.045844095914,2025-10-31T15:29:20.661359
"DQN (standard lr=0.0005, h=128)",1200,544.9214475355981,2025-10-31T15:29:20.661360
"DQN (standard lr=0.0005, h=128)",1400,546.3142275275401,2025-10-31T15:29:20.661362
"DQN (standard lr=0.0005, h=128)",1600,546.036539469942,2025-10-31T15:29:20.661364
"DQN (standard lr=0.0005, h=128)",1800,546.07239892245,2025-10-31T15:29:20.661365
"DQN (standard lr=0.0005, h=128)",2000,546.158008125318,2025-10-31T15:29:20.661367
"DQN (standard lr=0.0005, h=128)",2200,545.928543447186,2025-10-31T15:29:20.661368
"DQN (standard lr=0.0005, h=128)",2400,546.477774949784,2025-10-31T15:29:20.661370
"DQN (standard lr=0.0005, h=128)",2600,548.74051769153,2025-10-31T15:29:20.661371
"DQN (standard lr=0.0005, h=128)",2800,548.2812654423301,2025-10-31T15:29:20.661373
"DQN (standard lr=0.0005, h=128)",3000,548.2986541801221,2025-10-31T15:29:20.661374
"DQN (standard lr=0.0005, h=128)",3200,548.89827334607,2025-10-31T15:29:20.661376
"DQN (standard lr=0.0005, h=128)",3400,549.154898864558,2025-10-31T15:29:20.661378
"DQN (standard lr=0.0005, h=128)",3600,549.538696551764,2025-10-31T15:29:20.661379
"DQN (standard lr=0.0005, h=128)",3800,548.6316917080161,2025-10-31T15:29:20.661381
"DQN (standard lr=0.0005, h=128)",4000,548.921126694476,2025-10-31T15:29:20.661382
"DQN (standard lr=0.0005, h=128)",4200,548.7366833371641,2025-10-31T15:29:20.661384
"DQN (standard lr=0.0005, h=128)",4400,549.374983079294,2025-10-31T15:29:20.661385
"DQN (standard lr=0.0005, h=128)",4600,549.4388015511021,2025-10-31T15:29:20.661387
"DQN (standard lr=0.0005, h=128)",4800,551.270986605774,2025-10-31T15:29:20.661388
"DQN (standard lr=0.0005, h=128)",5000,550.0492854352581,2025-10-31T15:29:20.661390
"DQN (standard lr=0.0005, h=128)",5200,550.856491321844,2025-10-31T15:29:20.661391
"DQN (standard lr=0.0005, h=128)",5400,551.20066462821,2025-10-31T15:29:20.661393
"DQN (standard lr=0.0005, h=128)",5600,550.5311146936341,2025-10-31T15:29:20.661394
"DQN (standard lr=0.0005, h=128)",5800,551.108805845888,2025-10-31T15:29:20.661396
"DQN (standard lr=0.0005, h=128)",6000,552.46161837755,2025-10-31T15:29:20.661398
"DQN (standard lr=0.0005, h=128)",6200,551.9890126308261,2025-10-31T15:29:20.661399
"DQN (standard lr=0.0005, h=128)",6400,552.622423891916,2025-10-31T15:29:20.661401
"DQN (standard lr=0.0005, h=128)",6600,552.96165567923,2025-10-31T15:29:20.661402
"DQN (standard lr=0.0005, h=128)",6800,552.911624040806,2025-10-31T15:29:20.661404
"DQN (standard lr=0.0005, h=128)",7000,552.254765938982,2025-10-31T15:29:20.661405
"DQN (standard lr=0.0005, h=128)",7200,553.5661301221261,2025-10-31T15:29:20.661407
"DQN (standard lr=0.0005, h=128)",7400,553.417615182728,2025-10-31T15:29:20.661408
"DQN (standard lr=0.0005, h=128)",7600,553.05859881152,2025-10-31T15:29:20.661410
"DQN (standard lr=0.0005, h=128)",7800,553.5923102162941,2025-10-31T15:29:20.661411
"DQN (standard lr=0.0005, h=128)",8000,553.4113547356641,2025-10-31T15:29:20.661413
"DQN (standard lr=0.0005, h=128)",8200,553.4036024782521,2025-10-31T15:29:20.661414
"DQN (standard lr=0.0005, h=128)",8400,553.676153191266,2025-10-31T15:29:20.661416
"DQN (standard lr=0.0005, h=128)",8600,553.228673672604,2025-10-31T15:29:20.661417
"DQN (standard lr=0.0005, h=128)",8800,553.304296077456,2025-10-31T15:29:20.661419
"DQN (standard lr=0.0005, h=128)",9000,553.2876071484601,2025-10-31T15:29:20.661420
"DQN (standard lr=0.0005, h=128)",9200,553.833378183494,2025-10-31T15:29:20.661422
"DQN (standard lr=0.0005, h=128)",9400,553.781016986538,2025-10-31T15:29:20.661423
"DQN (standard lr=0.0005, h=128)",9600,553.860650835516,2025-10-31T15:29:20.661425
"DQN (standard lr=0.0005, h=128)",9800,553.76890074831,2025-10-31T15:29:20.661426
"DQN (standard lr=0.0005, h=128)",10000,554.155588846794,2025-10-31T15:29:20.661428
"DQN (standard lr=0.0005, h=128)",10200,552.459130940334,2025-10-31T15:29:20.661429
"DQN (standard lr=0.0005, h=128)",10400,553.850233718114,2025-10-31T15:29:20.661431
"DQN (standard lr=0.0005, h=128)",10600,553.677662025624,2025-10-31T15:29:20.661432
"DQN (standard lr=0.0005, h=128)",10800,553.385180672886,2025-10-31T15:29:20.661434
"DQN (standard lr=0.0005, h=128)",11000,552.7399761517261,2025-10-31T15:29:20.661435
"DQN (standard lr=0.0005, h=128)",11200,554.02788424908,2025-10-31T15:29:20.661437
"DQN (standard lr=0.0005, h=128)",11400,553.578404111018,2025-10-31T15:29:20.661438
"DQN (standard lr=0.0005, h=128)",11600,553.911306712272,2025-10-31T15:29:20.661440
"DQN (standard lr=0.0005, h=128)",11800,554.1509952410701,2025-10-31T15:29:20.661441
"DQN (standard lr=0.0005, h=128)",12000,554.0933124120401,2025-10-31T15:29:20.661443
"DQN (standard lr=0.0005, h=128)",12200,553.80166911462,2025-10-31T15:29:20.661444
"DQN (standard lr=0.0005, h=128)",12400,553.8741790427581,2025-10-31T15:29:20.661446
"DQN (standard lr=0.0005, h=128)",12600,553.8979313136,2025-10-31T15:29:20.661447
"DQN (standard lr=0.0005, h=128)",12800,553.3700234013461,2025-10-31T15:29:20.661449
"DQN (standard lr=0.0005, h=128)",13000,554.443850708362,2025-10-31T15:29:20.661451
"DQN (standard lr=0.0005, h=128)",13200,553.96386834958,2025-10-31T15:29:20.661452
"DQN (standard lr=0.0005, h=128)",13400,553.424677246866,2025-10-31T15:29:20.661454
